"p","U:0","U:1","U:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-24492,-51.966,-9.9895,3.5186,1,0.48,0,0,-0.02
-24487,-52.1,-9.9539,1.761,1,0.49,0,0,-0.01
-24482,-52.234,-9.9183,0.0035305,1,0.5,0,0,0
-24487,-52.1,-9.9544,-1.754,1,0.51,0,0,0.01
-24492,-51.965,-9.9904,-3.5116,1,0.52,0,0,0.02
-24504,-51.575,-10.097,-5.2179,1,0.53,0,0,0.03
-24517,-51.181,-10.206,-6.9234,1,0.54,0,0,0.04
-24534,-50.546,-10.392,-8.5504,1,0.55,0,0,0.05
-24551,-49.904,-10.582,-10.175,1,0.56,0,0,0.06
-24573,-49.034,-10.872,-11.693,1,0.57,0,0,0.07
-24594,-48.152,-11.168,-13.206,1,0.58,0,0,0.08
-24619,-47.057,-11.6,-14.606,1,0.59,0,0,0.09
-24644,-45.948,-12.041,-15.998,1,0.6,0,0,0.1
-24671,-44.653,-12.661,-17.284,1,0.61,0,0,0.11
-24699,-43.341,-13.298,-18.561,1,0.62,0,0,0.12
-24729,-41.888,-14.16,-19.757,1,0.63,0,0,0.13
-24759,-40.42,-15.047,-20.944,1,0.64,0,0,0.14
-24790,-38.873,-16.196,-22.085,1,0.65,0,0,0.15
-24822,-37.316,-17.381,-23.22,1,0.66,0,0,0.16
-24855,-35.766,-18.845,-24.353,1,0.67,0,0,0.17
-24889,-34.216,-20.353,-25.485,1,0.68,0,0,0.18
-24924,-32.77,-22.128,-26.655,1,0.69,0,0,0.19
-24959,-31.342,-23.952,-27.832,1,0.7,0,0,0.2
-24995,-30.121,-25.996,-29.074,1,0.71,0,0,0.21
-25031,-28.944,-28.088,-30.33,1,0.72,0,0,0.22
-25066,-28.073,-30.322,-31.655,1,0.73,0,0,0.23
-25101,-27.279,-32.591,-32.998,1,0.74,0,0,0.24
-25132,-26.877,-34.9,-34.385,1,0.75,0,0,0.25
-25162,-26.587,-37.219,-35.784,1,0.76,0,0,0.26
-25186,-26.755,-39.457,-37.169,1,0.77,0,0,0.27
-25207,-27.071,-41.668,-38.549,1,0.78,0,0,0.28
-25215,-27.879,-43.67,-39.821,1,0.79,0,0,0.29
-25220,-28.865,-45.595,-41.056,1,0.8,0,0,0.3
-25206,-30.338,-47.18,-42.063,1,0.81,0,0,0.31
-25186,-32.005,-48.628,-42.98,1,0.82,0,0,0.32
-25141,-34.099,-49.605,-43.531,1,0.83,0,0,0.33
-25086,-36.382,-50.374,-43.921,1,0.84,0,0,0.34
-25003,-38.96,-50.544,-43.803,1,0.85,0,0,0.35
-24907,-41.681,-50.424,-43.439,1,0.86,0,0,0.36
-24785,-44.476,-49.586,-42.444,1,0.87,0,0,0.37
-24649,-47.31,-48.369,-41.117,1,0.88,0,0,0.38
-24496,-49.879,-46.34,-39.084,1,0.89,0,0,0.39
-24333,-52.298,-43.849,-36.651,1,0.9,0,0,0.4
-24170,-53.97,-40.518,-33.526,1,0.91,0,0,0.41
-24008,-55.19,-36.677,-29.983,1,0.92,0,0,0.42
-23871,-55.013,-32.107,-25.906,1,0.93,0,0,0.43
-23751,-53.944,-27.073,-21.49,1,0.94,0,0,0.44
-23681,-50.662,-21.701,-16.904,1,0.95,0,0,0.45
-23644,-45.911,-16.104,-12.205,1,0.96,0,0,0.46
-23673,-38.486,-11.096,-8.1631,1,0.97,0,0,0.47
-23745,-29.233,-6.4893,-4.5703,1,0.98,0,0,0.48
-23824,-21.154,-3.2741,-2.152,1,0.99,0,0,0.49
-23906,-13.891,-1.0261,-0.54994,1,1,0,0,0.5
