"p","U:0","U:1","U:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.28803,0.56011,-1.5927e-06,4.8592e-07,1,0.0155,1.25,0.003,0
0.28803,0.55388,-1.6997e-06,4.959e-07,1,0.01575,1.25,0.00325,0
0.28803,0.54765,-1.8067e-06,5.0588e-07,1,0.016,1.25,0.0035,0
0.28803,0.54141,-1.9137e-06,5.1586e-07,1,0.01625,1.25,0.00375,0
0.28803,0.53423,-1.9965e-06,5.2429e-07,1,0.0165,1.25,0.004,0
0.28803,0.52551,-2.0397e-06,5.3018e-07,1,0.01675,1.25,0.00425,0
0.28803,0.51679,-2.0829e-06,5.3607e-07,1,0.017,1.25,0.0045,0
0.28803,0.50807,-2.1261e-06,5.4196e-07,1,0.01725,1.25,0.00475,0
0.28803,0.49935,-2.1693e-06,5.4785e-07,1,0.0175,1.25,0.005,0
0.28803,0.49009,-2.1979e-06,5.5272e-07,1,0.01775,1.25,0.00525,0
0.28803,0.47889,-2.1742e-06,5.5392e-07,1,0.018,1.25,0.0055,0
0.28803,0.46769,-2.1506e-06,5.5513e-07,1,0.01825,1.25,0.00575,0
0.28803,0.45649,-2.1269e-06,5.5634e-07,1,0.0185,1.25,0.006,0
0.28803,0.44529,-2.1033e-06,5.5754e-07,1,0.01875,1.25,0.00625,0
0.28803,0.43388,-2.0749e-06,5.5829e-07,1,0.019,1.25,0.0065,0
0.28803,0.42021,-1.9953e-06,5.5408e-07,1,0.01925,1.25,0.00675,0
0.28803,0.40654,-1.9158e-06,5.4987e-07,1,0.0195,1.25,0.007,0
0.28803,0.39288,-1.8362e-06,5.4566e-07,1,0.01975,1.25,0.00725,0
0.28803,0.37921,-1.7567e-06,5.4145e-07,1,0.02,1.25,0.0075,0
0.28803,0.36555,-1.6771e-06,5.3724e-07,1,0.02025,1.25,0.00775,0
0.28803,0.34947,-1.5653e-06,5.2723e-07,1,0.0205,1.25,0.008,0
0.28803,0.33336,-1.4531e-06,5.1716e-07,1,0.02075,1.25,0.00825,0
0.28803,0.31725,-1.3409e-06,5.0709e-07,1,0.021,1.25,0.0085,0
0.28803,0.30115,-1.2287e-06,4.9702e-07,1,0.02125,1.25,0.00875,0
0.28803,0.28504,-1.1164e-06,4.8695e-07,1,0.0215,1.25,0.009,0
0.28803,0.26668,-1.002e-06,4.6992e-07,1,0.02175,1.25,0.00925,0
0.28803,0.24818,-8.8731e-07,4.5245e-07,1,0.022,1.25,0.0095,0
0.28803,0.22967,-7.7267e-07,4.3498e-07,1,0.02225,1.25,0.00975,0
0.28803,0.21117,-6.5803e-07,4.1751e-07,1,0.0225,1.25,0.01,0
0.28803,0.19267,-5.434e-07,4.0004e-07,1,0.02275,1.25,0.01025,0
0.28803,0.1732,-4.6264e-07,3.7285e-07,1,0.023,1.25,0.0105,0
0.28803,0.15368,-3.8398e-07,3.4505e-07,1,0.02325,1.25,0.01075,0
0.28803,0.13416,-3.0531e-07,3.1726e-07,1,0.0235,1.25,0.011,0
0.28803,0.11464,-2.2665e-07,2.8947e-07,1,0.02375,1.25,0.01125,0
0.28803,0.095119,-1.4799e-07,2.6167e-07,1,0.024,1.25,0.0115,0
0.28803,0.082639,-1.1489e-07,2.4024e-07,1,0.02425,1.25,0.01175,0
0.28803,0.070449,-8.3679e-08,2.1908e-07,1,0.0245,1.25,0.012,0
0.28803,0.058259,-5.2468e-08,1.9791e-07,1,0.02475,1.25,0.01225,0
