"p","U:0","U:1","U:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.38309,0.5929,5.7975e-09,1.843e-08,1,0.84,0.84,0,0
0.38251,0.59294,5.5103e-09,1.9583e-08,1,0.8425,0.8425,0,0
0.38192,0.59298,5.2438e-09,2.0855e-08,1,0.845,0.845,0,0
0.38134,0.59302,5.0052e-09,2.2296e-08,1,0.8475,0.8475,0,0
0.38076,0.59306,4.7983e-09,2.3946e-08,1,0.85,0.85,0,0
0.38018,0.5931,4.6256e-09,2.5828e-08,1,0.8525,0.8525,0,0
0.37959,0.59314,4.4841e-09,2.7939e-08,1,0.855,0.855,0,0
0.37901,0.59318,4.3683e-09,3.026e-08,1,0.8575,0.8575,0,0
0.37843,0.59322,4.2741e-09,3.2778e-08,1,0.86,0.86,0,0
0.37785,0.59326,4.2019e-09,3.5496e-08,1,0.8625,0.8625,0,0
0.37726,0.5933,4.1557e-09,3.844e-08,1,0.865,0.865,0,0
0.37668,0.59333,4.1397e-09,4.1643e-08,1,0.8675,0.8675,0,0
0.3761,0.59337,4.1539e-09,4.5122e-08,1,0.87,0.87,0,0
0.37552,0.59341,4.1923e-09,4.8856e-08,1,0.8725,0.8725,0,0
0.37493,0.59344,4.2467e-09,5.2809e-08,1,0.875,0.875,0,0
0.37435,0.59348,4.3135e-09,5.695e-08,1,0.8775,0.8775,0,0
0.37377,0.59351,4.3935e-09,6.1263e-08,1,0.88,0.88,0,0
0.37319,0.59355,4.4917e-09,6.5754e-08,1,0.8825,0.8825,0,0
0.37261,0.59358,4.6133e-09,7.0446e-08,1,0.885,0.885,0,0
0.37203,0.59362,4.7636e-09,7.5361e-08,1,0.8875,0.8875,0,0
0.37144,0.59365,4.9459e-09,8.0523e-08,1,0.89,0.89,0,0
0.37086,0.59368,5.1624e-09,8.5954e-08,1,0.8925,0.8925,0,0
0.37028,0.59372,5.4151e-09,9.1668e-08,1,0.895,0.895,0,0
0.3697,0.59375,5.7075e-09,9.7676e-08,1,0.8975,0.8975,0,0
0.36912,0.59378,6.0463e-09,1.0399e-07,1,0.9,0.9,0,0
0.36854,0.59381,6.44e-09,1.106e-07,1,0.9025,0.9025,0,0
0.36795,0.59384,6.9011e-09,1.1752e-07,1,0.905,0.905,0,0
0.36737,0.59387,7.4469e-09,1.2472e-07,1,0.9075,0.9075,0,0
0.36679,0.5939,8.0969e-09,1.322e-07,1,0.91,0.91,0,0
0.36621,0.59393,8.8694e-09,1.3994e-07,1,0.9125,0.9125,0,0
0.36563,0.59396,9.7705e-09,1.4793e-07,1,0.915,0.915,0,0
0.36505,0.59399,1.0785e-08,1.5616e-07,1,0.9175,0.9175,0,0
0.36447,0.59402,1.1869e-08,1.6465e-07,1,0.92,0.92,0,0
0.36389,0.59405,1.2957e-08,1.7342e-07,1,0.9225,0.9225,0,0
0.3633,0.59408,1.398e-08,1.8251e-07,1,0.925,0.925,0,0
0.36272,0.59411,1.4893e-08,1.9194e-07,1,0.9275,0.9275,0,0
0.36214,0.59413,1.5705e-08,2.017e-07,1,0.93,0.93,0,0
0.36156,0.59416,1.6474e-08,2.1179e-07,1,0.9325,0.9325,0,0
0.36098,0.59419,1.7279e-08,2.2219e-07,1,0.935,0.935,0,0
0.3604,0.59421,1.8195e-08,2.3292e-07,1,0.9375,0.9375,0,0
0.35982,0.59424,1.9281e-08,2.4401e-07,1,0.94,0.94,0,0
0.35924,0.59427,2.0571e-08,2.5554e-07,1,0.9425,0.9425,0,0
0.35866,0.59429,2.2077e-08,2.6757e-07,1,0.945,0.945,0,0
0.35808,0.59432,2.3794e-08,2.8016e-07,1,0.9475,0.9475,0,0
0.3575,0.59434,2.5699e-08,2.9329e-07,1,0.95,0.95,0,0
0.35692,0.59437,2.7762e-08,3.0687e-07,1,0.9525,0.9525,0,0
0.35634,0.59439,2.9942e-08,3.2069e-07,1,0.955,0.955,0,0
0.35575,0.59442,3.2195e-08,3.3444e-07,1,0.9575,0.9575,0,0
0.35517,0.59444,3.4474e-08,3.4781e-07,1,0.96,0.96,0,0
0.35459,0.59446,3.6739e-08,3.6043e-07,1,0.9625,0.9625,0,0
0.35401,0.59449,3.8966e-08,3.7201e-07,1,0.965,0.965,0,0
0.35343,0.59451,4.116e-08,3.8228e-07,1,0.9675,0.9675,0,0
0.35285,0.59453,4.3345e-08,3.9109e-07,1,0.97,0.97,0,0
0.35227,0.59456,4.5549e-08,3.9842e-07,1,0.9725,0.9725,0,0
0.35169,0.59458,4.7797e-08,4.0431e-07,1,0.975,0.975,0,0
0.35111,0.5946,5.011e-08,4.0893e-07,1,0.9775,0.9775,0,0
0.35053,0.59462,5.2495e-08,4.1247e-07,1,0.98,0.98,0,0
0.34995,0.59464,5.4926e-08,4.1518e-07,1,0.9825,0.9825,0,0
0.34937,0.59466,5.7366e-08,4.1727e-07,1,0.985,0.985,0,0
0.34879,0.59468,5.9803e-08,4.1898e-07,1,0.9875,0.9875,0,0
0.34821,0.59471,6.2235e-08,4.2051e-07,1,0.99,0.99,0,0
0.34763,0.59473,6.4671e-08,4.2207e-07,1,0.9925,0.9925,0,0
0.34705,0.59475,6.7123e-08,4.238e-07,1,0.995,0.995,0,0
0.34647,0.59477,6.9613e-08,4.2577e-07,1,0.9975,0.9975,0,0
0.34589,0.59479,7.2161e-08,4.28e-07,1,1,1,0,0
0.34531,0.5948,7.4774e-08,4.3043e-07,1,1.0025,1.0025,0,0
0.34473,0.59482,7.7456e-08,4.3296e-07,1,1.005,1.005,0,0
0.34415,0.59484,8.0215e-08,4.3542e-07,1,1.0075,1.0075,0,0
0.34357,0.59486,8.3047e-08,4.3762e-07,1,1.01,1.01,0,0
0.34299,0.59488,8.5942e-08,4.3937e-07,1,1.0125,1.0125,0,0
0.34241,0.5949,8.8886e-08,4.4049e-07,1,1.015,1.015,0,0
0.34184,0.59492,9.1877e-08,4.4086e-07,1,1.0175,1.0175,0,0
0.34126,0.59493,9.4923e-08,4.4043e-07,1,1.02,1.02,0,0
0.34068,0.59495,9.8034e-08,4.3915e-07,1,1.0225,1.0225,0,0
0.3401,0.59497,1.012e-07,4.3704e-07,1,1.025,1.025,0,0
0.33952,0.59499,1.0441e-07,4.3407e-07,1,1.0275,1.0275,0,0
0.33894,0.595,1.0764e-07,4.3028e-07,1,1.03,1.03,0,0
0.33836,0.59502,1.1086e-07,4.257e-07,1,1.0325,1.0325,0,0
0.33778,0.59504,1.1405e-07,4.2042e-07,1,1.035,1.035,0,0
0.3372,0.59505,1.1691e-07,4.1422e-07,1,1.0375,1.0375,0,0
0.33662,0.59507,1.1965e-07,4.0736e-07,1,1.04,1.04,0,0
0.33604,0.59509,1.2268e-07,4.0037e-07,1,1.0425,1.0425,0,0
0.33546,0.5951,1.2581e-07,3.9322e-07,1,1.045,1.045,0,0
0.33488,0.59512,1.2899e-07,3.8593e-07,1,1.0475,1.0475,0,0
0.3343,0.59513,1.3226e-07,3.7861e-07,1,1.05,1.05,0,0
0.33372,0.59515,1.3565e-07,3.7135e-07,1,1.0525,1.0525,0,0
0.33314,0.59516,1.3916e-07,3.6422e-07,1,1.055,1.055,0,0
0.33257,0.59518,1.428e-07,3.5729e-07,1,1.0575,1.0575,0,0
0.33199,0.59519,1.4659e-07,3.506e-07,1,1.06,1.06,0,0
0.33141,0.59521,1.5052e-07,3.4418e-07,1,1.0625,1.0625,0,0
0.33083,0.59522,1.546e-07,3.3807e-07,1,1.065,1.065,0,0
0.33025,0.59524,1.5884e-07,3.323e-07,1,1.0675,1.0675,0,0
0.32967,0.59525,1.6326e-07,3.2688e-07,1,1.07,1.07,0,0
0.32909,0.59526,1.6784e-07,3.2183e-07,1,1.0725,1.0725,0,0
0.32851,0.59528,1.7259e-07,3.1719e-07,1,1.075,1.075,0,0
0.32793,0.59529,1.7751e-07,3.1297e-07,1,1.0775,1.0775,0,0
0.32735,0.59531,1.8257e-07,3.0919e-07,1,1.08,1.08,0,0
0.32677,0.59532,1.8778e-07,3.0586e-07,1,1.0825,1.0825,0,0
0.3262,0.59533,1.9313e-07,3.0301e-07,1,1.085,1.085,0,0
0.32562,0.59534,1.9862e-07,3.0064e-07,1,1.0875,1.0875,0,0
0.32504,0.59536,2.0425e-07,2.9881e-07,1,1.09,1.09,0,0
0.32446,0.59537,2.1003e-07,2.9761e-07,1,1.0925,1.0925,0,0
0.32388,0.59538,2.1594e-07,2.9715e-07,1,1.095,1.095,0,0
0.3233,0.5954,2.2198e-07,2.9752e-07,1,1.0975,1.0975,0,0
0.32272,0.59541,2.2811e-07,2.9877e-07,1,1.1,1.1,0,0
0.32214,0.59542,2.3431e-07,3.0088e-07,1,1.1025,1.1025,0,0
0.32157,0.59543,2.4052e-07,3.0378e-07,1,1.105,1.105,0,0
0.32099,0.59544,2.4668e-07,3.0734e-07,1,1.1075,1.1075,0,0
0.32041,0.59545,2.5272e-07,3.1145e-07,1,1.11,1.11,0,0
0.31983,0.59547,2.5861e-07,3.1603e-07,1,1.1125,1.1125,0,0
0.31925,0.59548,2.6431e-07,3.2101e-07,1,1.115,1.115,0,0
0.31867,0.59549,2.6978e-07,3.2641e-07,1,1.1175,1.1175,0,0
0.31809,0.5955,2.7502e-07,3.3226e-07,1,1.12,1.12,0,0
0.31751,0.59551,2.7998e-07,3.3859e-07,1,1.1225,1.1225,0,0
0.31694,0.59552,2.8464e-07,3.4538e-07,1,1.125,1.125,0,0
0.31636,0.59553,2.8896e-07,3.5258e-07,1,1.1275,1.1275,0,0
0.31578,0.59554,2.9291e-07,3.6009e-07,1,1.13,1.13,0,0
0.3152,0.59555,2.9647e-07,3.6782e-07,1,1.1325,1.1325,0,0
0.31462,0.59556,2.9964e-07,3.7569e-07,1,1.135,1.135,0,0
0.31404,0.59557,3.0244e-07,3.8366e-07,1,1.1375,1.1375,0,0
0.31346,0.59558,3.0488e-07,3.9172e-07,1,1.14,1.14,0,0
0.31289,0.59559,3.0698e-07,3.9988e-07,1,1.1425,1.1425,0,0
0.31231,0.5956,3.0878e-07,4.081e-07,1,1.145,1.145,0,0
0.31173,0.59561,3.1033e-07,4.1629e-07,1,1.1475,1.1475,0,0
0.31115,0.59562,3.1166e-07,4.2432e-07,1,1.15,1.15,0,0
0.31057,0.59563,3.1284e-07,4.3202e-07,1,1.1525,1.1525,0,0
0.30999,0.59564,3.1393e-07,4.3925e-07,1,1.155,1.155,0,0
0.30942,0.59565,3.15e-07,4.4592e-07,1,1.1575,1.1575,0,0
0.30884,0.59566,3.1613e-07,4.5199e-07,1,1.16,1.16,0,0
0.30826,0.59567,3.1742e-07,4.5745e-07,1,1.1625,1.1625,0,0
0.30768,0.59568,3.1893e-07,4.623e-07,1,1.165,1.165,0,0
0.3071,0.59568,3.2074e-07,4.6651e-07,1,1.1675,1.1675,0,0
0.30652,0.59569,3.229e-07,4.7005e-07,1,1.17,1.17,0,0
0.30595,0.5957,3.2545e-07,4.7287e-07,1,1.1725,1.1725,0,0
0.30537,0.59571,3.2843e-07,4.7493e-07,1,1.175,1.175,0,0
0.30479,0.59572,3.3185e-07,4.7624e-07,1,1.1775,1.1775,0,0
0.30421,0.59572,3.3569e-07,4.7684e-07,1,1.18,1.18,0,0
0.30363,0.59573,3.3992e-07,4.7682e-07,1,1.1825,1.1825,0,0
0.30305,0.59574,3.445e-07,4.7628e-07,1,1.185,1.185,0,0
0.30248,0.59575,3.4935e-07,4.7529e-07,1,1.1875,1.1875,0,0
0.3019,0.59575,3.5439e-07,4.7391e-07,1,1.19,1.19,0,0
0.30132,0.59576,3.595e-07,4.7215e-07,1,1.1925,1.1925,0,0
0.30074,0.59577,3.6458e-07,4.7001e-07,1,1.195,1.195,0,0
0.30016,0.59577,3.695e-07,4.6747e-07,1,1.1975,1.1975,0,0
0.29959,0.59578,3.7414e-07,4.6453e-07,1,1.2,1.2,0,0
0.29901,0.59579,3.7833e-07,4.6119e-07,1,1.2025,1.2025,0,0
0.29843,0.59579,3.8195e-07,4.5745e-07,1,1.205,1.205,0,0
0.29785,0.5958,3.8488e-07,4.5332e-07,1,1.2075,1.2075,0,0
0.29727,0.5958,3.8701e-07,4.4879e-07,1,1.21,1.21,0,0
0.2967,0.59581,3.8827e-07,4.4384e-07,1,1.2125,1.2125,0,0
0.29612,0.59582,3.8859e-07,4.3845e-07,1,1.215,1.215,0,0
0.29554,0.59582,3.8791e-07,4.3261e-07,1,1.2175,1.2175,0,0
0.29496,0.59583,3.8622e-07,4.263e-07,1,1.22,1.22,0,0
0.29438,0.59583,3.8352e-07,4.1956e-07,1,1.2225,1.2225,0,0
0.29381,0.59584,3.7984e-07,4.1241e-07,1,1.225,1.225,0,0
0.29323,0.59584,3.7525e-07,4.0485e-07,1,1.2275,1.2275,0,0
0.29265,0.59585,3.6979e-07,3.9681e-07,1,1.23,1.23,0,0
0.29207,0.59585,3.6348e-07,3.8823e-07,1,1.2325,1.2325,0,0
0.29149,0.59585,3.5634e-07,3.7904e-07,1,1.235,1.235,0,0
0.29092,0.59586,3.4837e-07,3.6923e-07,1,1.2375,1.2375,0,0
0.29034,0.59586,3.3954e-07,3.5877e-07,1,1.24,1.24,0,0
0.28976,0.59587,3.2982e-07,3.477e-07,1,1.2425,1.2425,0,0
0.28918,0.59587,3.1978e-07,3.3607e-07,1,1.245,1.245,0,0
0.2886,0.59588,3.1021e-07,3.2381e-07,1,1.2475,1.2475,0,0
0.28803,0.59588,3.0102e-07,3.105e-07,1,1.25,1.25,0,0
0.28745,0.59588,2.9193e-07,2.9598e-07,1,1.2525,1.2525,0,0
0.28687,0.59589,2.8289e-07,2.8107e-07,1,1.255,1.255,0,0
0.28629,0.59589,2.7371e-07,2.659e-07,1,1.2575,1.2575,0,0
0.28572,0.59589,2.6444e-07,2.5113e-07,1,1.26,1.26,0,0
0.28514,0.5959,2.5554e-07,2.3693e-07,1,1.2625,1.2625,0,0
0.28456,0.5959,2.4703e-07,2.2238e-07,1,1.265,1.265,0,0
0.28398,0.5959,2.3872e-07,2.0774e-07,1,1.2675,1.2675,0,0
0.2834,0.5959,2.3054e-07,1.9323e-07,1,1.27,1.27,0,0
0.28283,0.59591,2.2262e-07,1.7904e-07,1,1.2725,1.2725,0,0
0.28225,0.59591,2.1518e-07,1.6532e-07,1,1.275,1.275,0,0
0.28167,0.59591,2.0821e-07,1.5206e-07,1,1.2775,1.2775,0,0
0.28109,0.59591,2.0164e-07,1.3925e-07,1,1.28,1.28,0,0
0.28052,0.59592,1.9545e-07,1.2684e-07,1,1.2825,1.2825,0,0
0.27994,0.59592,1.8966e-07,1.1481e-07,1,1.285,1.285,0,0
0.27936,0.59592,1.8428e-07,1.0319e-07,1,1.2875,1.2875,0,0
0.27878,0.59592,1.7933e-07,9.2025e-08,1,1.29,1.29,0,0
0.27821,0.59592,1.748e-07,8.1336e-08,1,1.2925,1.2925,0,0
0.27763,0.59592,1.7069e-07,7.1158e-08,1,1.295,1.295,0,0
0.27705,0.59593,1.6697e-07,6.1521e-08,1,1.2975,1.2975,0,0
0.27647,0.59593,1.6361e-07,5.2457e-08,1,1.3,1.3,0,0
0.27589,0.59593,1.6062e-07,4.3997e-08,1,1.3025,1.3025,0,0
0.27532,0.59593,1.5802e-07,3.6183e-08,1,1.305,1.305,0,0
0.27474,0.59593,1.5581e-07,2.9071e-08,1,1.3075,1.3075,0,0
0.27416,0.59593,1.54e-07,2.2737e-08,1,1.31,1.31,0,0
0.27358,0.59593,1.5259e-07,1.7207e-08,1,1.3125,1.3125,0,0
0.27301,0.59594,1.5156e-07,1.2459e-08,1,1.315,1.315,0,0
0.27243,0.59594,1.5083e-07,8.4101e-09,1,1.3175,1.3175,0,0
0.27185,0.59594,1.5031e-07,4.9833e-09,1,1.32,1.32,0,0
0.27127,0.59594,1.4999e-07,2.1032e-09,1,1.3225,1.3225,0,0
0.2707,0.59594,1.4985e-07,-2.845e-10,1,1.325,1.325,0,0
0.27012,0.59594,1.499e-07,-2.2297e-09,1,1.3275,1.3275,0,0
0.26954,0.59594,1.5013e-07,-3.7354e-09,1,1.33,1.33,0,0
0.26896,0.59594,1.5061e-07,-4.7933e-09,1,1.3325,1.3325,0,0
0.26839,0.59594,1.5134e-07,-5.4231e-09,1,1.335,1.335,0,0
0.26781,0.59594,1.5232e-07,-5.6958e-09,1,1.3375,1.3375,0,0
0.26723,0.59594,1.5349e-07,-5.699e-09,1,1.34,1.34,0,0
0.26665,0.59594,1.5479e-07,-5.5024e-09,1,1.3425,1.3425,0,0
0.26607,0.59594,1.5622e-07,-5.1341e-09,1,1.345,1.345,0,0
0.2655,0.59594,1.5782e-07,-4.6082e-09,1,1.3475,1.3475,0,0
0.26492,0.59594,1.5962e-07,-3.9058e-09,1,1.35,1.35,0,0
0.26434,0.59595,1.6167e-07,-2.9927e-09,1,1.3525,1.3525,0,0
0.26376,0.59595,1.6402e-07,-1.8528e-09,1,1.355,1.355,0,0
0.26319,0.59595,1.6677e-07,-5.2584e-10,1,1.3575,1.3575,0,0
0.26261,0.59595,1.7002e-07,9.4843e-10,1,1.36,1.36,0,0
0.26203,0.59595,1.7394e-07,2.5087e-09,1,1.3625,1.3625,0,0
0.26145,0.59595,1.7878e-07,4.1354e-09,1,1.365,1.365,0,0
0.26088,0.59595,1.8491e-07,5.7387e-09,1,1.3675,1.3675,0,0
0.2603,0.59595,1.9268e-07,7.3406e-09,1,1.37,1.37,0,0
0.25972,0.59595,2.0242e-07,9.0121e-09,1,1.3725,1.3725,0,0
0.25914,0.59595,2.1429e-07,1.0878e-08,1,1.375,1.375,0,0
0.25857,0.59595,2.2809e-07,1.3008e-08,1,1.3775,1.3775,0,0
0.25799,0.59595,2.43e-07,1.5379e-08,1,1.38,1.38,0,0
0.25741,0.59595,2.5761e-07,1.8293e-08,1,1.3825,1.3825,0,0
0.25683,0.59595,2.7009e-07,2.201e-08,1,1.385,1.385,0,0
0.25626,0.59595,2.786e-07,2.6821e-08,1,1.3875,1.3875,0,0
0.25568,0.59595,2.819e-07,3.2596e-08,1,1.39,1.39,0,0
0.2551,0.59595,2.7923e-07,3.9176e-08,1,1.3925,1.3925,0,0
0.25452,0.59595,2.6996e-07,4.626e-08,1,1.395,1.395,0,0
0.25395,0.59595,2.5392e-07,5.3468e-08,1,1.3975,1.3975,0,0
0.25337,0.59595,2.3174e-07,6.047e-08,1,1.4,1.4,0,0
0.25279,0.59594,2.0489e-07,6.6725e-08,1,1.4025,1.4025,0,0
0.25221,0.59594,1.7514e-07,7.1941e-08,1,1.405,1.405,0,0
0.25164,0.59594,1.443e-07,7.5891e-08,1,1.4075,1.4075,0,0
0.25106,0.59594,1.1408e-07,7.87e-08,1,1.41,1.41,0,0
0.25048,0.59594,8.5995e-08,8.0475e-08,1,1.4125,1.4125,0,0
0.2499,0.59594,6.133e-08,8.1455e-08,1,1.415,1.415,0,0
0.24933,0.59594,4.1029e-08,8.1876e-08,1,1.4175,1.4175,0,0
0.24875,0.59594,2.5596e-08,8.2074e-08,1,1.42,1.42,0,0
0.24817,0.59594,1.518e-08,8.2342e-08,1,1.4225,1.4225,0,0
0.24759,0.59594,9.7447e-09,8.2834e-08,1,1.425,1.425,0,0
0.24702,0.59594,8.9923e-09,8.358e-08,1,1.4275,1.4275,0,0
0.24644,0.59594,1.227e-08,8.4573e-08,1,1.43,1.43,0,0
0.24586,0.59594,1.8702e-08,8.5826e-08,1,1.4325,1.4325,0,0
0.24528,0.59594,2.7463e-08,8.7203e-08,1,1.435,1.435,0,0
0.24471,0.59594,3.7726e-08,8.8508e-08,1,1.4375,1.4375,0,0
0.24413,0.59594,4.8604e-08,8.9478e-08,1,1.44,1.44,0,0
0.24355,0.59594,5.9223e-08,8.9907e-08,1,1.4425,1.4425,0,0
0.24297,0.59594,6.887e-08,8.9611e-08,1,1.445,1.445,0,0
0.2424,0.59594,7.6863e-08,8.8556e-08,1,1.4475,1.4475,0,0
0.24182,0.59594,8.2619e-08,8.6694e-08,1,1.45,1.45,0,0
0.24124,0.59594,8.5984e-08,8.4001e-08,1,1.4525,1.4525,0,0
0.24066,0.59594,8.7022e-08,8.0684e-08,1,1.455,1.455,0,0
0.24009,0.59594,8.5919e-08,7.7063e-08,1,1.4575,1.4575,0,0
0.23951,0.59594,8.294e-08,7.3473e-08,1,1.46,1.46,0,0
0.23893,0.59594,7.8411e-08,7.0164e-08,1,1.4625,1.4625,0,0
0.23835,0.59594,7.267e-08,6.7339e-08,1,1.465,1.465,0,0
0.23778,0.59594,6.6068e-08,6.5118e-08,1,1.4675,1.4675,0,0
0.2372,0.59594,5.892e-08,6.3604e-08,1,1.47,1.47,0,0
0.23662,0.59594,5.1519e-08,6.2801e-08,1,1.4725,1.4725,0,0
0.23604,0.59594,4.4105e-08,6.2692e-08,1,1.475,1.475,0,0
0.23547,0.59594,3.6619e-08,6.3402e-08,1,1.4775,1.4775,0,0
0.23489,0.59594,2.9496e-08,6.4577e-08,1,1.48,1.48,0,0
0.23431,0.59594,2.3213e-08,6.5939e-08,1,1.4825,1.4825,0,0
0.23373,0.59594,1.7562e-08,6.7635e-08,1,1.485,1.485,0,0
0.23315,0.59594,1.2459e-08,6.9462e-08,1,1.4875,1.4875,0,0
0.23258,0.59594,7.887e-09,7.1183e-08,1,1.49,1.49,0,0
0.232,0.59594,3.8421e-09,7.2656e-08,1,1.4925,1.4925,0,0
0.23142,0.59594,3.6472e-10,7.3767e-08,1,1.495,1.495,0,0
0.23084,0.59594,-2.5368e-09,7.444e-08,1,1.4975,1.4975,0,0
0.23027,0.59594,-4.9435e-09,7.4744e-08,1,1.5,1.5,0,0
0.22969,0.59594,-6.9803e-09,7.4825e-08,1,1.5025,1.5025,0,0
0.22911,0.59594,-8.7488e-09,7.4701e-08,1,1.505,1.505,0,0
0.22853,0.59594,-1.033e-08,7.4286e-08,1,1.5075,1.5075,0,0
0.22796,0.59594,-1.182e-08,7.3506e-08,1,1.51,1.51,0,0
0.22738,0.59594,-1.3257e-08,7.2407e-08,1,1.5125,1.5125,0,0
0.2268,0.59594,-1.4642e-08,7.1029e-08,1,1.515,1.515,0,0
0.22622,0.59594,-1.5997e-08,6.9454e-08,1,1.5175,1.5175,0,0
0.22565,0.59594,-1.7377e-08,6.7748e-08,1,1.52,1.52,0,0
0.22507,0.59594,-1.88e-08,6.6019e-08,1,1.5225,1.5225,0,0
0.22449,0.59594,-2.0247e-08,6.4445e-08,1,1.525,1.525,0,0
0.22391,0.59594,-2.1718e-08,6.3219e-08,1,1.5275,1.5275,0,0
0.22334,0.59594,-2.3288e-08,6.2259e-08,1,1.53,1.53,0,0
0.22276,0.59594,-2.4965e-08,6.1539e-08,1,1.5325,1.5325,0,0
0.22218,0.59594,-2.6676e-08,6.099e-08,1,1.535,1.535,0,0
0.2216,0.59594,-2.8336e-08,6.0548e-08,1,1.5375,1.5375,0,0
0.22103,0.59594,-2.9921e-08,6.0134e-08,1,1.54,1.54,0,0
0.22045,0.59594,-3.1532e-08,5.9657e-08,1,1.5425,1.5425,0,0
0.21987,0.59594,-3.3251e-08,5.9001e-08,1,1.545,1.545,0,0
0.21929,0.59594,-3.5123e-08,5.8126e-08,1,1.5475,1.5475,0,0
0.21872,0.59594,-3.7239e-08,5.7044e-08,1,1.55,1.55,0,0
0.21814,0.59594,-3.9708e-08,5.5766e-08,1,1.5525,1.5525,0,0
0.21756,0.59594,-4.2517e-08,5.4258e-08,1,1.555,1.555,0,0
0.21698,0.59594,-4.5555e-08,5.251e-08,1,1.5575,1.5575,0,0
0.21641,0.59594,-4.8721e-08,5.0564e-08,1,1.56,1.56,0,0
0.21583,0.59594,-5.1968e-08,4.8452e-08,1,1.5625,1.5625,0,0
0.21525,0.59594,-5.5205e-08,4.6105e-08,1,1.565,1.565,0,0
0.21467,0.59594,-5.8316e-08,4.3501e-08,1,1.5675,1.5675,0,0
0.2141,0.59594,-6.126e-08,4.0836e-08,1,1.57,1.57,0,0
0.21352,0.59594,-6.4034e-08,3.8301e-08,1,1.5725,1.5725,0,0
0.21294,0.59594,-6.6606e-08,3.5898e-08,1,1.575,1.575,0,0
0.21236,0.59594,-6.8916e-08,3.3535e-08,1,1.5775,1.5775,0,0
0.21179,0.59594,-7.0935e-08,3.1218e-08,1,1.58,1.58,0,0
0.21121,0.59594,-7.2715e-08,2.9048e-08,1,1.5825,1.5825,0,0
0.21063,0.59594,-7.4273e-08,2.7172e-08,1,1.585,1.585,0,0
0.21005,0.59594,-7.5566e-08,2.5793e-08,1,1.5875,1.5875,0,0
0.20947,0.59594,-7.6559e-08,2.5157e-08,1,1.59,1.59,0,0
0.2089,0.59594,-7.727e-08,2.5472e-08,1,1.5925,1.5925,0,0
0.20832,0.59594,-7.77e-08,2.6845e-08,1,1.595,1.595,0,0
0.20774,0.59594,-7.7776e-08,2.926e-08,1,1.5975,1.5975,0,0
0.20716,0.59594,-7.7481e-08,3.2623e-08,1,1.6,1.6,0,0
0.20659,0.59594,-7.6892e-08,3.6749e-08,1,1.6025,1.6025,0,0
0.20601,0.59594,-7.6082e-08,4.1337e-08,1,1.605,1.605,0,0
0.20543,0.59594,-7.5081e-08,4.6035e-08,1,1.6075,1.6075,0,0
0.20485,0.59594,-7.3979e-08,5.0481e-08,1,1.61,1.61,0,0
0.20428,0.59594,-7.296e-08,5.4303e-08,1,1.6125,1.6125,0,0
0.2037,0.59594,-7.2167e-08,5.71e-08,1,1.615,1.615,0,0
0.20312,0.59594,-7.1585e-08,5.8527e-08,1,1.6175,1.6175,0,0
0.20254,0.59594,-7.1206e-08,5.838e-08,1,1.62,1.62,0,0
0.20197,0.59594,-7.112e-08,5.6601e-08,1,1.6225,1.6225,0,0
0.20139,0.59594,-7.1363e-08,5.3232e-08,1,1.625,1.625,0,0
0.20081,0.59594,-7.1845e-08,4.8481e-08,1,1.6275,1.6275,0,0
0.20023,0.59594,-7.2466e-08,4.2713e-08,1,1.63,1.63,0,0
0.19966,0.59594,-7.3162e-08,3.6277e-08,1,1.6325,1.6325,0,0
0.19908,0.59594,-7.3849e-08,2.9496e-08,1,1.635,1.635,0,0
0.1985,0.59594,-7.4344e-08,2.2712e-08,1,1.6375,1.6375,0,0
0.19792,0.59594,-7.4511e-08,1.6226e-08,1,1.64,1.64,0,0
0.19735,0.59594,-7.4373e-08,1.034e-08,1,1.6425,1.6425,0,0
0.19677,0.59594,-7.3959e-08,5.2648e-09,1,1.645,1.645,0,0
0.19619,0.59594,-7.3264e-08,1.1338e-09,1,1.6475,1.6475,0,0
0.19561,0.59594,-7.2325e-08,-1.9677e-09,1,1.65,1.65,0,0
0.19504,0.59594,-7.1174e-08,-4.0515e-09,1,1.6525,1.6525,0,0
0.19446,0.59594,-6.9814e-08,-5.1523e-09,1,1.655,1.655,0,0
0.19388,0.59594,-6.8235e-08,-5.2976e-09,1,1.6575,1.6575,0,0
0.1933,0.59594,-6.6433e-08,-4.4238e-09,1,1.66,1.66,0,0
0.19272,0.59594,-6.446e-08,-2.3585e-09,1,1.6625,1.6625,0,0
0.19215,0.59594,-6.2337e-08,1.0448e-09,1,1.665,1.665,0,0
0.19157,0.59594,-6.0043e-08,5.9573e-09,1,1.6675,1.6675,0,0
0.19099,0.59594,-5.7648e-08,1.2674e-08,1,1.67,1.67,0,0
0.19041,0.59594,-5.5385e-08,2.1339e-08,1,1.6725,1.6725,0,0
0.18984,0.59594,-5.3434e-08,3.1846e-08,1,1.675,1.675,0,0
0.18926,0.59594,-5.1734e-08,4.3941e-08,1,1.6775,1.6775,0,0
0.18868,0.59594,-5.0163e-08,5.7246e-08,1,1.68,1.68,0,0
0.1881,0.59594,-4.8847e-08,7.1277e-08,1,1.6825,1.6825,0,0
0.18753,0.59594,-4.7331e-08,8.5622e-08,1,1.685,1.685,0,0
