"p","U:0","U:1","U:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.61043,0.36961,-0.0058146,-2.9315e-05,1,0.01875,0.025,0.00625,0
0.61041,0.36993,-0.0060221,-2.8848e-05,1,0.019,0.025,0.0065,0
0.6104,0.36954,-0.0061487,-2.9777e-05,1,0.01925,0.025,0.00675,0
0.61038,0.36915,-0.0062753,-3.0706e-05,1,0.0195,0.025,0.007,0
0.61037,0.36877,-0.006402,-3.1635e-05,1,0.01975,0.025,0.00725,0
0.61035,0.36838,-0.0065286,-3.2564e-05,1,0.02,0.025,0.0075,0
0.61034,0.36799,-0.0066553,-3.3493e-05,1,0.02025,0.025,0.00775,0
0.61032,0.36479,-0.0066269,-3.9062e-05,1,0.0205,0.025,0.008,0
0.61031,0.36155,-0.0065969,-4.4679e-05,1,0.02075,0.025,0.00825,0
0.61029,0.35832,-0.006567,-5.0297e-05,1,0.021,0.025,0.0085,0
0.61027,0.35509,-0.0065371,-5.5916e-05,1,0.02125,0.025,0.00875,0
0.61026,0.35186,-0.0065072,-6.1537e-05,1,0.0215,0.025,0.009,0
0.61025,0.34138,-0.006114,-6.8308e-05,1,0.02175,0.025,0.00925,0
0.61023,0.33044,-0.0056982,-7.5154e-05,1,0.022,0.025,0.0095,0
0.61022,0.31951,-0.0052825,-8.2005e-05,1,0.02225,0.025,0.00975,0
0.61021,0.30858,-0.0048667,-8.886e-05,1,0.0225,0.025,0.01,0
0.6102,0.29765,-0.0044509,-9.572e-05,1,0.02275,0.025,0.01025,0
0.61019,0.27357,-0.003836,-8.8245e-05,1,0.023,0.025,0.0105,0
0.61018,0.24871,-0.0032092,-7.9913e-05,1,0.02325,0.025,0.01075,0
0.61017,0.22385,-0.0025824,-7.158e-05,1,0.0235,0.025,0.011,0
0.61016,0.19899,-0.0019555,-6.3247e-05,1,0.02375,0.025,0.01125,0
0.61015,0.17413,-0.0013286,-5.4912e-05,1,0.024,0.025,0.0115,0
0.61015,0.15306,-0.00099064,-4.316e-05,1,0.02425,0.025,0.01175,0
0.61014,0.13214,-0.00066436,-3.1269e-05,1,0.0245,0.025,0.012,0
0.61013,0.11122,-0.00033806,-1.9375e-05,1,0.02475,0.025,0.01225,0
