"p","U:0","U:1","U:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.056967,0.591,-1.4126e-07,2.9016e-08,1,0.0135,2.25,0.001,0
0.056967,0.58975,-1.5234e-07,6.7256e-08,1,0.01375,2.25,0.00125,0
0.056967,0.58657,-1.6274e-07,1.0498e-07,1,0.014,2.25,0.0015,0
0.056967,0.58283,-1.7295e-07,1.4255e-07,1,0.01425,2.25,0.00175,0
0.056967,0.57909,-1.8316e-07,1.8012e-07,1,0.0145,2.25,0.002,0
0.056967,0.57534,-1.9337e-07,2.1769e-07,1,0.01475,2.25,0.00225,0
0.056967,0.5716,-2.0358e-07,2.5526e-07,1,0.015,2.25,0.0025,0
0.056967,0.56644,-2.134e-07,2.9145e-07,1,0.01525,2.25,0.00275,0
0.056967,0.5602,-2.2292e-07,3.2659e-07,1,0.0155,2.25,0.003,0
0.056967,0.55397,-2.3243e-07,3.6173e-07,1,0.01575,2.25,0.00325,0
0.056967,0.54773,-2.4195e-07,3.9687e-07,1,0.016,2.25,0.0035,0
0.056967,0.54149,-2.5146e-07,4.3201e-07,1,0.01625,2.25,0.00375,0
0.056967,0.53431,-2.604e-07,4.6553e-07,1,0.0165,2.25,0.004,0
0.056967,0.52558,-2.6838e-07,4.9641e-07,1,0.01675,2.25,0.00425,0
0.056967,0.51686,-2.7637e-07,5.273e-07,1,0.017,2.25,0.0045,0
0.056967,0.50814,-2.8435e-07,5.5819e-07,1,0.01725,2.25,0.00475,0
0.056967,0.49941,-2.9234e-07,5.8907e-07,1,0.0175,2.25,0.005,0
0.056967,0.49014,-2.9963e-07,6.1872e-07,1,0.01775,2.25,0.00525,0
0.056967,0.47894,-3.0448e-07,6.4402e-07,1,0.018,2.25,0.0055,0
0.056967,0.46774,-3.0932e-07,6.6931e-07,1,0.01825,2.25,0.00575,0
0.056967,0.45653,-3.1416e-07,6.946e-07,1,0.0185,2.25,0.006,0
0.056967,0.44533,-3.19e-07,7.1989e-07,1,0.01875,2.25,0.00625,0
0.056967,0.43391,-3.2334e-07,7.4459e-07,1,0.019,2.25,0.0065,0
0.056967,0.42024,-3.2231e-07,7.6315e-07,1,0.01925,2.25,0.00675,0
0.056967,0.40657,-3.2128e-07,7.817e-07,1,0.0195,2.25,0.007,0
0.056967,0.3929,-3.2025e-07,8.0026e-07,1,0.01975,2.25,0.00725,0
0.056967,0.37923,-3.1922e-07,8.1881e-07,1,0.02,2.25,0.0075,0
0.056967,0.36557,-3.1819e-07,8.3737e-07,1,0.02025,2.25,0.00775,0
0.056967,0.34948,-3.0778e-07,8.4591e-07,1,0.0205,2.25,0.008,0
0.056967,0.33337,-2.9728e-07,8.5436e-07,1,0.02075,2.25,0.00825,0
0.056967,0.31726,-2.8679e-07,8.6281e-07,1,0.021,2.25,0.0085,0
0.056967,0.30115,-2.7629e-07,8.7125e-07,1,0.02125,2.25,0.00875,0
0.056967,0.28504,-2.6579e-07,8.797e-07,1,0.0215,2.25,0.009,0
0.056967,0.26667,-2.465e-07,8.6557e-07,1,0.02175,2.25,0.00925,0
0.056967,0.24817,-2.2666e-07,8.5005e-07,1,0.022,2.25,0.0095,0
0.056967,0.22966,-2.0683e-07,8.3453e-07,1,0.02225,2.25,0.00975,0
0.056967,0.21116,-1.8699e-07,8.1901e-07,1,0.0225,2.25,0.01,0
0.056967,0.19265,-1.6716e-07,8.035e-07,1,0.02275,2.25,0.01025,0
0.056967,0.17319,-1.4616e-07,7.4906e-07,1,0.023,2.25,0.0105,0
0.056967,0.15367,-1.251e-07,6.9231e-07,1,0.02325,2.25,0.01075,0
0.056967,0.13415,-1.0404e-07,6.3555e-07,1,0.0235,2.25,0.011,0
0.056967,0.11463,-8.2974e-08,5.788e-07,1,0.02375,2.25,0.01125,0
0.056967,0.095107,-6.1914e-08,5.2205e-07,1,0.024,2.25,0.0115,0
0.056967,0.082634,-4.9792e-08,4.7122e-07,1,0.02425,2.25,0.01175,0
0.056967,0.070446,-3.8033e-08,4.2064e-07,1,0.0245,2.25,0.012,0
0.056967,0.058257,-2.6274e-08,3.7005e-07,1,0.02475,2.25,0.01225,0
