"p","U:0","U:1","U:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-28909,-47.798,35.121,0.0011766,1,0.39,-0.11,0,0
-29015,-47.625,32.346,0.0014226,1,0.4,-0.1,0,0
-29109,-47.43,29.546,0.0016685,1,0.41,-0.09,0,0
-29193,-47.213,26.71,0.001913,1,0.42,-0.08,0,0
-29265,-46.974,23.83,0.0021546,1,0.43,-0.07,0,0
-29325,-46.713,20.895,0.0023914,1,0.44,-0.06,0,0
-29373,-46.431,17.894,0.0026212,1,0.45,-0.05,0,0
-29409,-46.128,14.814,0.0028415,1,0.46,-0.04,0,0
-29431,-45.804,11.642,0.0030495,1,0.47,-0.03,0,0
-29440,-45.46,8.3624,0.0032424,1,0.48,-0.02,0,0
-29435,-45.095,4.9597,0.0034184,1,0.49,-0.01,0,0
-29415,-44.712,1.415,0.0035758,1,0.5,0,0,0
-29381,-44.309,-2.286,0.0037128,1,0.51,0.01,0,0
-29333,-43.881,-6.1549,0.0038273,1,0.52,0.02,0,0
-29266,-43.427,-10.211,0.0039165,1,0.53,0.03,0,0
-29181,-42.948,-14.479,0.0039774,1,0.54,0.04,0,0
-29076,-42.443,-18.982,0.0040074,1,0.55,0.05,0,0
-28949,-41.911,-23.745,0.0040044,1,0.56,0.06,0,0
-28800,-41.352,-28.791,0.0039672,1,0.57,0.07,0,0
-28625,-40.764,-34.145,0.0038948,1,0.58,0.08,0,0
-28423,-40.146,-39.832,0.0037874,1,0.59,0.09,0,0
-28191,-39.495,-45.873,0.0036453,1,0.6,0.1,0,0
-27926,-38.81,-52.289,0.00347,1,0.61,0.11,0,0
-27626,-38.087,-59.097,0.0032632,1,0.62,0.12,0,0
-27288,-37.322,-66.31,0.0030275,1,0.63,0.13,0,0
-26906,-36.512,-73.932,0.0027659,1,0.64,0.14,0,0
-26479,-35.653,-81.962,0.0024822,1,0.65,0.15,0,0
-26003,-34.741,-90.389,0.0021807,1,0.66,0.16,0,0
-25472,-33.774,-99.192,0.0018665,1,0.67,0.17,0,0
-24885,-32.75,-108.34,0.0015442,1,0.68,0.18,0,0
-24237,-31.667,-117.78,0.0012183,1,0.69,0.19,0,0
-23526,-30.528,-127.45,0.00089326,1,0.7,0.2,0,0
-22750,-29.336,-137.29,0.0005734,1,0.71,0.21,0,0
-21907,-28.096,-147.21,0.0002629,1,0.72,0.22,0,0
-20998,-26.816,-157.11,-3.3971e-05,1,0.73,0.23,0,0
-20024,-25.506,-166.88,-0.00031338,1,0.74,0.24,0,0
-18986,-24.18,-176.42,-0.00057206,1,0.75,0.25,0,0
-17890,-22.852,-185.6,-0.00080662,1,0.76,0.26,0,0
-16741,-21.537,-194.3,-0.0010137,1,0.77,0.27,0,0
-15546,-20.252,-202.41,-0.0011898,1,0.78,0.28,0,0
-14314,-19.011,-209.8,-0.0013308,1,0.79,0.29,0,0
-13056,-17.833,-216.37,-0.001432,1,0.8,0.3,0,0
-11781,-16.733,-222,-0.0014877,1,0.81,0.31,0,0
-10504,-15.723,-226.62,-0.0014916,1,0.82,0.32,0,0
-9235.9,-14.815,-230.14,-0.0014361,1,0.83,0.33,0,0
-7991.2,-14.015,-232.48,-0.0013132,1,0.84,0.34,0,0
-6783,-13.329,-233.59,-0.0011153,1,0.85,0.35,0,0
-5624.6,-12.754,-233.41,-0.00083569,1,0.86,0.36,0,0
-4528.4,-12.28,-231.88,-0.00047132,1,0.87,0.37,0,0
-3506.1,-11.887,-228.95,-2.4923e-05,1,0.88,0.38,0,0
-2568.2,-11.543,-224.53,0.00049161,1,0.89,0.39,0,0
-1723.8,-11.201,-218.49,0.0010541,1,0.9,0.4,0,0
-980.45,-10.799,-210.63,0.0016243,1,0.91,0.41,0,0
-344.06,-10.261,-200.7,0.0021503,1,0.92,0.42,0,0
181.71,-9.5117,-188.33,0.0025726,1,0.93,0.43,0,0
595.67,-8.4863,-173.08,0.0028338,1,0.94,0.44,0,0
899.75,-7.1551,-154.48,0.0028888,1,0.95,0.45,0,0
1099.7,-5.5465,-132.06,0.0027155,1,0.96,0.46,0,0
1205.2,-3.7709,-105.47,0.00232,1,0.97,0.47,0,0
1228.3,-2.0373,-74.508,0.0017235,1,0.98,0.48,0,0
1183.4,-0.73079,-40.761,0.00098132,1,0.99,0.49,0,0
1128.2,-0.082847,-16.518,0.00041827,1,1,0.5,0,0
